rank,word,meaning_ko,example_en,pos,cefr,score,subtlex_count,opensubtitles_count,source
932,data,데이터,All the data on my computer is encrypted.,other,B2,63.48,1306,22478,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
933,condition,조건,Make sure the guillotine is in working condition.,other,A2,63.47,2855,47138,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
934,low,낮게,I'm running dangerously low on fucks to give.,other,A2,63.47,3053,42639,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
935,approve,승인하다,Mary didn't approve of the way Tom dressed.,other,B1,63.47,971,14280,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
936,arrangement,배열,Try using “arrangement” in a sentence of your own today.,other,B1,63.47,984,14036,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
937,tear,찢다,A single tear rolled down her cheek.,other,A2,63.46,2846,46936,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
938,snap,꽝당다,Snap out of it. She's not coming back.,other,B2,63.46,1368,20701,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
939,delight,유쾌,A cat is a delight.,other,B1,63.46,990,13802,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
940,worst,무찌르다,What is the worst gift you have received?,other,A2,63.45,2881,45845,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
941,decent,점잖다,It's hard to get decent information about what you're supposed to do.,other,B2,63.45,1433,19294,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
942,resist,참다,We're starting a collective to resist negligent landlords.,other,B1,63.45,924,15152,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
943,cruel,무참,The staff at psych wards are still very cruel.,other,B1,63.45,936,14872,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
944,tape,줄자,The area was cordoned off with yellow tape.,other,A2,63.44,3511,33904,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
945,china,중국,"America, China, and Russia are competitors in imperialism.",other,B2,63.44,1269,22926,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
946,insult,무례,I won't insult you with my terrible French.,other,B2,63.44,1371,20420,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
947,associate,연관시키다,Tom was killed by a former business associate.,other,B1,63.44,935,14842,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
948,conduct,전도하다,All gods are better than their conduct.,other,B1,63.44,938,14757,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
949,log,통나무,I'm going to toss another log on the fire.,other,B1,63.44,948,14492,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
950,fifth,다섯째,Buddhism is the fifth most popular religion in India.,other,B1,63.44,985,13690,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
951,strike,쬐다,The teachers are teaching again. The strike is over.,other,A2,63.43,3037,41780,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
952,spanish,스페인어,Italian and Spanish fascism arose within constitutional monarchies.,other,B2,63.43,1130,27061,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
953,betray,배반하다,He knew she would never betray him.,,B2,63.43,1195,24887,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
954,knowledge,지식,Mary enjoys sharing her gardening knowledge with friends.,noun,A2,63.43,1302,22822,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
955,patrol,순시,Tom was on patrol.,other,B1,63.43,957,14231,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
956,crap,배변,How dare you call this crap food!,other,C1,63.42,3360,46301,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
957,extra,가외로,There's an extra period at the beginning of this.,other,A2,63.42,3122,39916,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
958,buzz,웅성거림,I'm downstairs. Can you buzz me in?,other,B2,63.42,1145,26273,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
959,nuclear,핵의,Most child abuse happens within the nuclear family.,other,B1,63.42,968,13873,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
960,pin,바늘,Try using “pin” in a sentence of your own today.,other,B2,63.41,1448,18417,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
961,ceremony,의식,The prince’s coronation was a splendid ceremony.,other,B1,63.41,905,15182,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
962,function,기능,Anarchists believe society can function by mutual aid.,other,B1,63.41,924,14746,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
963,particularly,별로,It's not a particularly brilliant revelation of mine.,other,B1,63.41,946,14220,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
964,awful,두려운,That was an awful thing to say.,other,A2,63.4,3234,37405,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
965,mercy,자비,Mercy for insomniacs who are frustrated with sleep!,other,B2,63.4,1296,21637,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
966,surgeon,군의관,The surgeon reached for the scalpel.,other,B1,63.4,1033,12412,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
967,assignment,배정,I can help you with that assignment.,other,B1,63.4,1092,11417,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
968,magic,기술,Is there a difference between magic and witchcraft?,other,A2,63.39,2702,48484,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
969,wood,나무,Tom can't see the wood for the trees.,other,A2,63.39,2876,44069,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
970,alcohol,알코올,You can't get alcohol in gas stations here.,other,B1,63.39,845,16625,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
971,angle,각도,Tom loves when Mary helps him see things from a different angle.,other,B1,63.38,959,13685,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
972,pressure,압력,Can they resist the pressure of the revolution?,other,A2,63.37,2891,43163,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
973,charity,구호,The wealthy philanthropist attended a charity event.,other,B1,63.37,899,14942,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
974,led,이끌리는,Months of preparation had led up to this moment.,other,B2,63.36,1227,22806,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
975,plenty,많음,Make sure to bring snacks and plenty of water.,other,A2,63.35,3181,36941,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
976,candle,등불,I used a candle snuffer to snuff out the candle.,other,B1,63.35,945,13747,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
977,tony,토니상,"Bill Clinton was right-wing, like Tony Blair.",other,C1,63.34,3503,41145,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
978,gym,체육관,Tom went to the gym to exercise.,other,B1,63.33,935,13772,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
979,crowd,군중,Her Highness waved gently to the gathered crowd.,other,A2,63.32,2598,48892,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
980,impressive,인상적,Try using “impressive” in a sentence of your own today.,other,B1,63.32,865,15272,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
981,hammer,망치,Tom was holding a hammer and a chisel.,other,B1,63.32,880,14925,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
982,session,개회,There will be a Q&A session following the lecture.,other,B1,63.32,913,14122,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
983,nick,깨진곳,Try using “nick” in a sentence of your own today.,other,C1,63.31,3174,46810,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
984,louis,루이스,Louis is having a moment.,other,B2,63.31,1321,19754,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
985,steel,강철,Tom hit a guy with a steel chair.,other,B1,63.31,953,13177,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
986,silly,천진한,Tom got some Silly Putty for his birthday.,other,A2,63.3,2914,40758,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
987,confess,고백하다,I have to confess something.,other,B2,63.3,1212,22360,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
988,facility,시설,Tom lives in a managed care facility.,other,B1,63.3,955,13047,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
989,detail,세부사항,Can you explain the steps in more detail?,other,A2,63.29,2700,45500,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
990,load,하중,What a load of absolute codswallop.,other,A2,63.29,2869,41386,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
991,normally,보통은,How many hours per week do you normally work?,other,B1,63.29,818,16348,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
992,individual,개인의,"Racism is a social problem, not an individual one.",other,B1,63.29,820,16302,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
993,exist,존재하다,Technetium was first theorized to exist on paper.,other,A2,63.27,2556,48623,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
994,investigate,조사하다,Try using “investigate” in a sentence of your own today.,other,B2,63.27,1121,24502,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
995,sneak,후무리다,Tom was caught trying to sneak contraband into the prison.,other,B2,63.27,1409,17489,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
996,troop,몰리다,Try using “troop” in a sentence of your own today.,other,B2,63.26,1284,19988,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
997,survive,생존하다,They are betting this thuggish regime will survive.,other,A2,63.25,2471,50431,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
998,further,더먼,"The harder we tried, the further it seemed.",other,A2,63.24,2704,43839,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
999,wild,야성,Tom knows that wild animals are not pets.,other,A2,63.24,2947,38522,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1000,actress,여배우,Tom's favourite actress is Ellen Page.,other,B1,63.24,932,13032,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1001,vice,사악,"Young Tom would've hated old Tom, and vice versa.",other,B1,63.24,950,12641,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1002,tent,텐트,We could hear footsteps getting closer to our tent.,other,B1,63.23,1005,11554,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1003,gentlemen,신사,Try using “gentlemen” in a sentence of your own today.,other,C2,63.22,7884,86660,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1004,zero,영점,It's true; my self-confidence is virtually zero.,other,B2,63.22,1210,21164,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1005,circumstance,상황,Try using “circumstance” in a sentence of your own today.,other,B2,63.22,1275,19578,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1006,loan,대차,The loan shark threatened to break Tom's kneecaps.,other,B2,63.22,1284,19417,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1007,chop,베다,"Come on guys, chop-chop! We're already late.",other,B2,63.22,1311,18794,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1008,thunder,뇌성,Try using “thunder” in a sentence of your own today.,other,B1,63.21,744,17813,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1009,tend,간호하다,I tend to just block people like that.,other,B1,63.21,867,14197,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1010,instruction,지시,Try using “instruction” in a sentence of your own today.,other,B1,63.21,901,13373,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1011,nephew,조카,Tom is unable to explain a Kabyle grammar lesson to his nephew.,other,B1,63.21,901,13367,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1012,invitation,권유,The royal emblem was engraved upon the invitation.,other,B1,63.21,929,12839,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1013,pipe,도관,Don't waste your time on that pipe dream.,other,B1,63.21,989,11672,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1014,stat,통계,Try using “stat” in a sentence of your own today.,other,C1,63.19,3246,41755,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1015,standard,기준,"Does SGML stand for ""standard generalized markup language""?",other,B2,63.19,1308,18495,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1016,conference,상의,The conference is to be held next year.,other,B2,63.19,1364,17454,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1017,outfit,채비,"""I love your outfit!"" ""You inspired me.""",other,B2,63.19,1518,14811,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1018,pit,함정,Try using “pit” in a sentence of your own today.,other,B1,63.19,857,14288,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1019,herself,그녀 자신,Let her choose what’s best for herself.,other,A2,63.18,2675,42884,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1020,ourselves,우리자신,We can use the sun to orient ourselves.,other,A2,63.18,2676,42731,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1021,friendly,친한,The people of Bangladesh are friendly and welcoming.,other,B2,63.18,1352,17536,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1022,identity,정체성,Damn!  It hurts to see my identity crumble.,other,B1,63.18,751,17151,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1023,afterward,나중에,Try using “afterward” in a sentence of your own today.,other,B1,63.18,826,14957,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1024,wagon,수레,Tom got drunk and literally fell off the wagon.,other,B1,63.18,1071,10179,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1025,fresh,상쾌한,Is Tom buying fresh produce at the market?,other,A2,63.17,2781,40049,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1026,emperor,황제,Tom composed a dirge to honor the late emperor.,other,B1,63.17,716,18282,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1027,motive,동기,The motive for this was pure animus.,other,B1,63.17,840,14481,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1028,valuable,가치적,The living are more valuable than the dead.,other,B1,63.17,858,14038,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1029,regard,간주하다,Some people might regard belief in ghosts as loony.,other,B2,63.16,1169,21400,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1030,height,고도,Tom is insecure about his height.,other,B1,63.14,852,13879,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1031,spin,잣다,That's my spin on it.,other,B2,63.13,1234,19399,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1032,extraordinary,특별,The stock exchange has been chalking up extraordinary numbers.,other,B1,63.12,771,15889,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1033,examine,조사하다,They examine social structures.,other,B1,63.12,893,12830,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1034,powder,가루분,You've got white powder coming out of your nose.,other,B1,63.12,955,11571,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1035,planet,운성,Do you mean the planet or the god?,other,A2,63.11,2194,54779,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1036,include,포함하다,Any sampling of LGB people is going to include trans people.,other,A2,63.11,2624,41891,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1037,pal,친구,Try using “pal” in a sentence of your own today.,other,A2,63.11,3255,30602,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1038,blast,폭발,I've been having a blast.,other,B2,63.11,1200,19884,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1039,crisis,위기,The crisis brought the country to its knees.,other,B1,63.11,849,13690,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1040,bishop,비숍,The bishop came back from holiday to her diocese.,other,B1,63.1,896,12595,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1041,assault,강간,Tom was arrested for aggravated assault and mayhem.,other,B2,63.09,1187,19933,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1042,compliment,따리,Try using “compliment” in a sentence of your own today.,other,B1,63.09,927,11849,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1043,satellite,위성,The moon is Earth's only natural satellite.,other,B1,63.09,962,11261,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1044,piss,오줌,"You, you just want to piss me off!",other,C1,63.08,2892,45976,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1045,trap,함정,Don't grow up. It's a trap.,other,A2,63.08,2520,43685,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1046,medical,의학의,How do you envision using your medical education?,other,A2,63.08,2776,37844,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1047,emergency,긴급,Tom provided first aid during the medical emergency.,other,A2,63.08,2882,35884,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1048,inspire,영감을 주다,You inspire those around you without uttering a word.,other,B1,63.08,785,15102,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1049,transport,도취,How do I organise transport to and from hospital?,other,B1,63.08,794,14794,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1050,producer,연출가,Dov is a psytrance producer.,other,B1,63.07,800,14548,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
1051,port,좌현,Kabylia has an important port located in Bejaia.,other,B1,63.07,837,13626,SUBTLEX-US + OpenSubtitles 2018 / examples: Tatoeba CC0
